Id,actual_productivity
0,0.5874073505401611
1,0.3859574496746063
2,0.799247682094574
3,0.6298223733901978
4,0.4067622423171997
5,0.6814892292022705
6,0.672745943069458
7,0.6774829030036926
8,0.6453668475151062
9,0.7506322264671326
10,0.768363356590271
11,0.5509901642799377
12,0.8654669523239136
13,0.41902557015419006
14,0.3874942362308502
15,0.44123575091362
16,0.5625152587890625
17,0.49912023544311523
18,0.4911768138408661
19,0.715728759765625
20,0.9107975959777832
21,0.3236618638038635
22,0.3400552570819855
23,0.32541146874427795
24,0.7291406989097595
25,0.6681316494941711
26,0.7020260691642761
27,0.7835756540298462
28,0.7203902006149292
29,0.61407470703125
30,0.8222473859786987
31,0.49411892890930176
32,0.4942741096019745
33,0.47651952505111694
34,0.5707157254219055
35,0.5573986768722534
36,0.5656489133834839
37,0.5554621815681458
38,0.6129432916641235
39,0.5376075506210327
40,0.7631679773330688
41,0.5272253751754761
42,0.5627620220184326
43,0.7248931527137756
44,0.5822573900222778
45,0.8268864154815674
46,0.3261774182319641
47,0.6473854780197144
48,0.7544944882392883
49,0.7313643097877502
50,0.7386187314987183
51,0.5214158892631531
52,0.7546326518058777
53,0.5974273085594177
54,0.7689951658248901
55,0.47930875420570374
56,0.5719741582870483
57,0.6649496555328369
58,0.37776991724967957
59,0.4596726894378662
60,0.5434009432792664
61,0.5378711819648743
62,0.5336974263191223
63,0.45443764328956604
64,0.5472314953804016
65,0.670289933681488
66,0.77728670835495
67,0.6239429116249084
68,0.6244897246360779
69,0.6548303365707397
70,0.8661069273948669
71,0.48489081859588623
72,0.8286634087562561
73,0.47473594546318054
74,0.43929916620254517
75,0.49348393082618713
76,0.4788447618484497
77,0.5324425101280212
78,0.43178343772888184
79,0.636094868183136
80,0.4928123950958252
81,0.5178780555725098
82,0.6522693634033203
83,0.49378806352615356
84,0.7346789240837097
85,0.7231083512306213
86,0.6006884574890137
87,0.5690551400184631
88,0.5460567474365234
89,0.44641661643981934
90,0.6603455543518066
91,0.6481100916862488
92,0.6857239007949829
93,0.4230557084083557
94,0.5989872217178345
95,0.5936316251754761
96,0.7365692853927612
97,0.849953293800354
98,0.4823458194732666
99,0.5695111155509949
100,0.515404462814331
101,0.5001070499420166
102,0.564871609210968
103,0.514078676700592
104,0.5424060225486755
105,0.6383332014083862
106,0.45442864298820496
107,0.5513898134231567
108,0.39927276968955994
109,0.5293195247650146
110,0.3700627088546753
111,0.5122131109237671
112,0.6344144344329834
113,0.6623533368110657
114,0.5804077386856079
115,0.5652546882629395
116,0.5826239585876465
117,0.5511635541915894
118,0.7975121736526489
119,0.4754638075828552
120,0.8070871829986572
121,0.4483999013900757
122,0.5022655725479126
123,0.45796889066696167
124,0.4586985409259796
125,0.47366416454315186
126,0.6449428796768188
127,0.4733600914478302
128,0.545512855052948
129,0.5035640597343445
130,0.6661981344223022
131,0.6825953125953674
132,0.3535813093185425
133,0.5127107501029968
134,0.5342499613761902
135,0.3726540207862854
136,0.39725035429000854
137,0.7043673396110535
138,0.42014041543006897
139,0.4375331401824951
140,0.35723060369491577
141,0.5052685737609863
142,0.5496894121170044
143,0.6091554760932922
144,0.47741007804870605
145,0.6214389801025391
146,0.651258111000061
147,0.26534461975097656
148,0.35202789306640625
149,0.5157008767127991
150,0.6182501912117004
151,0.42405933141708374
152,0.5688689947128296
153,0.5753228664398193
154,0.6294819116592407
155,0.6022405624389648
156,0.4153343141078949
157,0.4083111882209778
158,0.4466727375984192
159,0.763303279876709
160,0.7657042145729065
161,0.6187382340431213
162,0.527673065662384
163,0.4954003691673279
164,0.6064950227737427
165,0.44566667079925537
166,0.46689391136169434
167,0.33497458696365356
168,0.6103481650352478
169,0.4797022342681885
170,0.4968578815460205
171,0.4136858880519867
172,0.5197452306747437
173,0.7382489442825317
174,0.39351072907447815
175,0.37726905941963196
176,0.8125451803207397
177,0.39729830622673035
178,0.6809777021408081
179,0.7071446180343628
180,0.7444537878036499
181,0.6300917267799377
182,0.6313674449920654
183,0.4966598451137543
184,0.5868760347366333
185,0.4373992383480072
186,0.632970929145813
187,0.27715864777565
188,0.4577191174030304
189,0.3978356420993805
190,0.3071279227733612
191,0.5105289816856384
192,0.7646458148956299
193,0.646391749382019
194,0.8888721466064453
195,0.506259024143219
196,0.5248139500617981
197,0.6150303483009338
198,0.6373629570007324
199,0.5137372016906738
200,0.734586238861084
201,0.8282339572906494
202,0.5192322731018066
203,0.8276925086975098
204,0.6501641273498535
205,0.5832544565200806
206,0.6033519506454468
207,0.6084673404693604
208,0.5847220420837402
209,0.46538209915161133
210,0.7092537879943848
211,0.5326259136199951
212,0.5023773312568665
213,0.6533016562461853
214,0.6494852304458618
215,0.3884437382221222
216,0.6094946265220642
217,0.6537206172943115
218,0.6398329734802246
219,0.6072686910629272
220,0.6424300670623779
221,0.8151515126228333
222,0.5238872766494751
223,0.8079720735549927
224,0.5155340433120728
225,0.7679824233055115
226,0.5804125070571899
227,0.6100720167160034
228,0.7186366319656372
229,0.5258591175079346
230,0.5210364460945129
231,0.5550387501716614
232,0.5663222670555115
233,0.4293557107448578
234,0.5046745538711548
235,0.5113253593444824
236,0.5069373250007629
237,0.5732617974281311
238,0.7601773142814636
239,0.5574323534965515
